"","lat","lon","species"
"10393",41.48415,9.51485,"Merluccius merluccius"
"10464",51.70081,-5.12362,"Merluccius merluccius"
"10482",39.31,0.16,"Merluccius merluccius"
"10492",59.80475,10.64444,"Merluccius merluccius"
"10502",56.45558,-5.1961,"Merluccius merluccius"
"10514",39.49,-0.03,"Merluccius merluccius"
"10524",39.49,-0.15,"Merluccius merluccius"
"10542",39.4,0.04,"Merluccius merluccius"
"10561",39.4,0.15,"Merluccius merluccius"
"10571",39.22,0.16,"Merluccius merluccius"
"10581",39.4,-0.04,"Merluccius merluccius"
"10592",39.4,-0.15,"Merluccius merluccius"
"10603",39.31,0.04,"Merluccius merluccius"
"10614",39.31,-0.04,"Merluccius merluccius"
"10621",39.49,0.03,"Merluccius merluccius"
"10631",39.22,0.05,"Merluccius merluccius"
"10643",39.49,0.15,"Merluccius merluccius"
"10683",19.98361,-17.45167,"Merluccius merluccius"
"10692",42.608,8.78616,"Merluccius merluccius"
"10702",62.463362,6.769381,"Merluccius merluccius"
"10713",32.051667,34.523333,"Merluccius merluccius"
"10721",41.83333,3.149999,"Merluccius merluccius"
"10731",59.42,0.5283,"Merluccius merluccius"
"10764",51.67869,-5.17708,"Merluccius merluccius"
"10782",43.706,-8.255,"Merluccius merluccius"
"10822",60.438953,5.150751,"Merluccius merluccius"
"10861",33.75,-8.533,"Merluccius merluccius"
"10941",29.2,-11.45,"Merluccius merluccius"
"10951",21.25,-17.7,"Merluccius merluccius"
"10962",25.35,-16.133333,"Merluccius merluccius"
"10971",41.033333,1.433333,"Merluccius merluccius"
"10981",41.033333,1.433332,"Merluccius merluccius"
"11051",58.896667,-3.07,"Merluccius merluccius"
"11093",39.533333,2.666667,"Merluccius merluccius"
"11107",51.56012,-2.93904,"Merluccius merluccius"
"11117",59.4641,10.65876,"Merluccius merluccius"
"11143",59.136774,6.038143,"Merluccius merluccius"
"11171",59.19856,10.87356,"Merluccius merluccius"
"11183",41.286102,1.982417,"Merluccius merluccius"
"11201",41.3029,2.4189,"Merluccius merluccius"
"11254",53.1,-11.766667,"Merluccius merluccius"
"11263",47.833,-3.917,"Merluccius merluccius"
"11272",41.675618,2.793239,"Merluccius merluccius"
"11291",41.602413,2.509172,"Merluccius merluccius"
"11302",59.20184,10.48611,"Merluccius merluccius"
"11331",43.783333,11.25,"Merluccius merluccius"
"11341",37.125,10.375,"Merluccius merluccius"
"11352",37.075,10.2583,"Merluccius merluccius"
"11361",58.1286,8.05735,"Merluccius merluccius"
"11422",51.347222,-10.302778,"Merluccius merluccius"
"11431",35.9,-6.3583,"Merluccius merluccius"
"11441",35.408,-6.517,"Merluccius merluccius"
"11452",35.233,-6.588,"Merluccius merluccius"
"11461",35.1653,-6.53611,"Merluccius merluccius"
"11472",35.138,-5.188,"Merluccius merluccius"
"11491",35.403,-6.481,"Merluccius merluccius"
"11503",32.5,34.78,"Merluccius merluccius"
"11531",34.666667,33,"Merluccius merluccius"
"11542",59.03505,10.50688,"Merluccius merluccius"
"11553",33.263889,-118.65,"Merluccius merluccius"
"11562",33.3625,-118.774167,"Merluccius merluccius"
"11574",36.975,10.471,"Merluccius merluccius"
"11582",33.8125,-119.533333,"Merluccius merluccius"
"11593",37.054,10.438,"Merluccius merluccius"
"11602",32.65,-120.716667,"Merluccius merluccius"
"11643",37.0167,10.3,"Merluccius merluccius"
"11673",59.73452,10.41745,"Merluccius merluccius"
"11983",32.216667,-117.794444,"Merluccius merluccius"
"12001",36.75,10.5,"Merluccius merluccius"
"12022",38.167679,15.593446,"Merluccius merluccius"
"12074",59.494337,10.350137,"Merluccius merluccius"
"12083",42.481389,3.130278,"Merluccius merluccius"
"12114",-74.533333,-42.116667,"Merluccius merluccius"
"12173",42.49468,3.1822,"Merluccius merluccius"
"12183",42.255867,-8.735064,"Merluccius merluccius"
"12194",42.483,3.133,"Merluccius merluccius"
"12204",42.481388,3.130278,"Merluccius merluccius"
"12233",64.733333,8.466667,"Merluccius merluccius"
"12242",51.366667,-5.883333,"Merluccius merluccius"
"12265",63.64088,9.080745,"Merluccius merluccius"
"12271",58.683333,10.65,"Merluccius merluccius"
"12292",59.69402,10.6449,"Merluccius merluccius"
"12313",38.35,-9.166667,"Merluccius merluccius"
"12321",61.016667,-3,"Merluccius merluccius"
"12332",58.75917,10.89972,"Merluccius merluccius"
"12341",57.69639,11.63,"Merluccius merluccius"
"12351",63.585577,10.732798,"Merluccius merluccius"
"12371",48.67945,-4.00426,"Merluccius merluccius"
"12382",38.5,-28,"Merluccius merluccius"
"12392",63.962316,9.694199,"Merluccius merluccius"
"12402",63.55948,9.432766,"Merluccius merluccius"
"12414",54.3,10.133333,"Merluccius merluccius"
"12421",57.72556,12.09667,"Merluccius merluccius"
"12472",57.727325,-3.281616,"Merluccius merluccius"
"12522",57.78056,10.78889,"Merluccius merluccius"
"12562",59.57248,10.5063,"Merluccius merluccius"
"12582",34.283,-6.767,"Merluccius merluccius"
"12592",25,-17,"Merluccius merluccius"
"12602",32.5,-14,"Merluccius merluccius"
"12634",39.878272,3.01614,"Merluccius merluccius"
"12653",41.849535,3.127879,"Merluccius merluccius"
"12671",58.915,11.22806,"Merluccius merluccius"
"12732",43.392,3.6785,"Merluccius merluccius"
"12752",43.417,3.717,"Merluccius merluccius"
"12803",48.97221,-1.71521,"Merluccius merluccius"
"12815",49.14626,-1.86838,"Merluccius merluccius"
"12823",59.97258,10.72237,"Merluccius merluccius"
"12833",59.02266,9.53738,"Merluccius merluccius"
"12883",36.883,-8.533,"Merluccius merluccius"
"12891",26.3,-14.867,"Merluccius merluccius"
"12925",44,-2,"Merluccius merluccius"
"13033",56.51472,12.69194,"Merluccius merluccius"
"13062",43.66989,7.27874,"Merluccius merluccius"
"13074",43.7,7.267,"Merluccius merluccius"
"13123",38.371274,24.690992,"Merluccius merluccius"
"13152",59.2617,5.13337,"Merluccius merluccius"
"13292",44,-2.417,"Merluccius merluccius"
"13492",45.466667,-3.133333,"Merluccius merluccius"
"13514",32.826087,34.991828,"Merluccius merluccius"
"13663",41.771251,12.220955,"Merluccius merluccius"
"13791",37.217434,-6.944722,"Merluccius merluccius"
"13833",38.405942,-76.409164,"Merluccius merluccius"
"13842",30.106667,-9.803333,"Merluccius merluccius"
"13942",38.643644,-76.523218,"Merluccius merluccius"
"13953",37.1,25.383333,"Merluccius merluccius"
"14021",44.416667,8.95,"Merluccius merluccius"
"14101",40.779205,14.270787,"Merluccius merluccius"
"14143",45.451454,9.37897,"Merluccius merluccius"
"14272",59.078752,10.65744,"Merluccius merluccius"
"14332",38.7,1.467,"Merluccius merluccius"
"14391",38.17433,13.434519,"Merluccius merluccius"
"14461",-15,60,"Merluccius merluccius"
"14492",40.286388,16.571112,"Merluccius merluccius"
"14523",27.6592,-15.4885,"Merluccius merluccius"
"14673",58.966579,5.761072,"Merluccius merluccius"
"14732",45.63793,13.741205,"Merluccius merluccius"
"14791",20,39,"Merluccius merluccius"
"14842",38.858333,24.541667,"Merluccius merluccius"
"14863",53.971128,-10.362908,"Merluccius merluccius"
"15161",52.566258,-10.279295,"Merluccius merluccius"
"15181",30.031667,-9.898333,"Merluccius merluccius"
"15382",-32.959166,-71.635786,"Merluccius merluccius"
"15582",43.673802,7.267931,"Merluccius merluccius"
"15623",43.516667,16.45,"Merluccius merluccius"
"15763",48.717,-3.983,"Merluccius merluccius"
"15794",43.390817,3.705401,"Merluccius merluccius"
"15892",43.5559,-6.10435,"Merluccius merluccius"
"15912",35,15,"Merluccius merluccius"
"15972",40,5,"Merluccius merluccius"
"1700",43.891678,15.158512,"Mullus barbatus"
"2157",37.801692,23.785544,"Mullus barbatus"
"3140",39.17232,23.343025,"Mullus barbatus"
"4126",40.821435,14.07744,"Mullus barbatus"
"5107",34.568775,32.966436,"Mullus barbatus"
"6104",40.81921,14.076689,"Mullus barbatus"
"7116",43.37008,5.28166,"Mullus barbatus"
"8105",41.89096,8.71575,"Mullus barbatus"
"9106",43.15734,6.50271,"Mullus barbatus"
"10105",41.58098,9.40552,"Mullus barbatus"
"11108",43.18184,5.64314,"Mullus barbatus"
"12104",37.581045,12.80714,"Mullus barbatus"
"13102",42.37,3.16,"Mullus barbatus"
"14102",43.18758,5.39743,"Mullus barbatus"
"16103",43.19024,5.27455,"Mullus barbatus"
"17102",43.48013,3.92666,"Mullus barbatus"
"1880",43.28016,5.2781,"Mullus barbatus"
"19100",42.49468,3.1822,"Mullus barbatus"
"2370",42.98894,6.12469,"Mullus barbatus"
"2555",43.41429,6.889,"Mullus barbatus"
"2756",42.49481,3.06073,"Mullus barbatus"
"2918",42.85445,3.06111,"Mullus barbatus"
"3050",43.21405,3.18447,"Mullus barbatus"
"3146",43.58484,7.14844,"Mullus barbatus"
"3268",43.49964,7.01852,"Mullus barbatus"
"3328",43.6747,7.15495,"Mullus barbatus"
"3426",43.30274,3.55428,"Mullus barbatus"
"3619",43.41865,6.76573,"Mullus barbatus"
"3920",16.8306,-25.0614,"Mullus barbatus"
"4018",16.834,-25.0833,"Mullus barbatus"
"4127",43.50415,6.89508,"Mullus barbatus"
"4319",39.409993,-9.513863,"Mullus barbatus"
"4517",44.66337,-1.22793,"Mullus barbatus"
"5616",41.8902,3.20847,"Mullus barbatus"
"5813",42.608,8.78616,"Mullus barbatus"
"6016",43.392,3.6785,"Mullus barbatus"
"6213",38.4439,-9.0263,"Mullus barbatus"
"6319",43.28507,5.03193,"Mullus barbatus"
"6619",39.495033,2.447376,"Mullus barbatus"
"6815",43.46929,4.79131,"Mullus barbatus"
"6917",37.6699,23.9437,"Mullus barbatus"
"7016",32.7402,-16.7103,"Mullus barbatus"
"7117",44.75327,-1.23469,"Mullus barbatus"
"7416",42.0502,3.22492,"Mullus barbatus"
"8114",43.185463,6.593641,"Mullus barbatus"
"8216",43.66989,7.27874,"Mullus barbatus"
"8315",36.0193,14.2901,"Mullus barbatus"
"8415",42.98155,6.36948,"Mullus barbatus"
"8717",39.25,-0.25,"Mullus barbatus"
"8820",43.15328,6.62544,"Mullus barbatus"
"8919",39.48,-0.28,"Mullus barbatus"
"9019",39.19,-0.21,"Mullus barbatus"
"9217",40.8532,9.73512,"Mullus barbatus"
"9312",43.28268,5.15502,"Mullus barbatus"
"9914",40.01,0.86,"Mullus barbatus"
"10013",39.29,0.02,"Mullus barbatus"
"10115",37.85,0.39,"Mullus barbatus"
"10214",38.58,0.49,"Mullus barbatus"
"10312",39.89,0.88,"Mullus barbatus"
"10416",38.28,0.37,"Mullus barbatus"
"10515",38.45,0.24,"Mullus barbatus"
"10615",38.66,0.38,"Mullus barbatus"
"10714",39.87,0.32,"Mullus barbatus"
"10814",38.71,0.33,"Mullus barbatus"
"10912",39.47,0.03,"Mullus barbatus"
"11012",40.34,0.53,"Mullus barbatus"
"11118",40.51,0.96,"Mullus barbatus"
"11216",39.42,0.008,"Mullus barbatus"
"11315",38.26,0.22,"Mullus barbatus"
"11415",39.15,0.12,"Mullus barbatus"
"11514",37.92,0.45,"Mullus barbatus"
"11613",37.87,0.34,"Mullus barbatus"
"11714",38.16,0.15,"Mullus barbatus"
"11815",38.99,0.17,"Mullus barbatus"
"11913",38.48,0.11,"Mullus barbatus"
"12016",38.5,-0.09,"Mullus barbatus"
"12115",37.98,0.48,"Mullus barbatus"
"12214",40.34,0.79,"Mullus barbatus"
"12314",39.72,0.66,"Mullus barbatus"
"12415",40.3,1.26,"Mullus barbatus"
"12512",38.02,0.31,"Mullus barbatus"
"12615",38.86,0.34,"Mullus barbatus"
"12816",40.29,1.11,"Mullus barbatus"
"12912",39.37,0.09,"Mullus barbatus"
"13115",38.69,0.14,"Mullus barbatus"
"13316",42.965556,10.551944,"Mullus barbatus"
"13414",38.41,-0.08,"Mullus barbatus"
"13515",38.68,0.07,"Mullus barbatus"
"13616",38.14,-0.09,"Mullus barbatus"
"13712",38.23,-0.09,"Mullus barbatus"
"13814",38.32,-0.31,"Mullus barbatus"
"13912",38.86,0.29,"Mullus barbatus"
"14013",38.32,-0.08,"Mullus barbatus"
"14114",38.77,0.29,"Mullus barbatus"
"14215",38.23,-0.2,"Mullus barbatus"
"14316",38.68,0.18,"Mullus barbatus"
"14615",38.59,0.07,"Mullus barbatus"
"14712",38.41,-0.19,"Mullus barbatus"
"14812",38.32,-0.2,"Mullus barbatus"
"15014",38.41,-0.31,"Mullus barbatus"
"15115",38.95,0.17,"Mullus barbatus"
"15217",38.86,0.18,"Mullus barbatus"
"15311",38.86,-0.06,"Mullus barbatus"
"15415",38.23,-0.32,"Mullus barbatus"
"15514",38.86,0.06,"Mullus barbatus"
"15611",38.95,0.06,"Mullus barbatus"
"15713",38.68,0.3,"Mullus barbatus"
"15813",43.585833,10.306389,"Mullus barbatus"
"15913",38.95,-0.06,"Mullus barbatus"
"16016",38.14,-0.2,"Mullus barbatus"
"16112",38.77,0.18,"Mullus barbatus"
"16212",39.57,0.01,"Mullus barbatus"
"16414",38.44,0.24,"Mullus barbatus"
"16512",40.02,0.97,"Mullus barbatus"
"16611",40.09,0.91,"Mullus barbatus"
"16714",39.88,0.88,"Mullus barbatus"
"16813",37.97,0.5,"Mullus barbatus"
"16912",40,0.87,"Mullus barbatus"
"17013",40.53,1.01,"Mullus barbatus"
"17115",39.34,0.11,"Mullus barbatus"
"17212",38.67,0.28,"Mullus barbatus"
"17311",38.62,0.39,"Mullus barbatus"
"17413",38.09,0.21,"Mullus barbatus"
"17515",39.83,0.69,"Mullus barbatus"
"17614",38.45,0.4,"Mullus barbatus"
"17713",38.03,0.31,"Mullus barbatus"
"17812",40.16,0.72,"Mullus barbatus"
"17914",40.41,1.03,"Mullus barbatus"
"18012",37.91,0.57,"Mullus barbatus"
"18112",38.09,0.16,"Mullus barbatus"
"18211",39.25,0.16,"Mullus barbatus"
"18314",39.56,0.15,"Mullus barbatus"
"18412",38.08,0.56,"Mullus barbatus"
"18515",42.75259,9.41243,"Mullus barbatus"
"18613",42.66298,9.40255,"Mullus barbatus"
"18712",38.26,0.13,"Mullus barbatus"
"18812",38.28,0.22,"Mullus barbatus"
"1908",40.51,0.94,"Mullus barbatus"
"19115",39.89,0.47,"Mullus barbatus"
"19213",39.16,0.12,"Mullus barbatus"
"19314",38.12,0.53,"Mullus barbatus"
"19415",38.45,0.41,"Mullus barbatus"
"19614",39.11,0.09,"Mullus barbatus"
"19915",39.89,0.9,"Mullus barbatus"
"20013",38.29,0.15,"Mullus barbatus"
"20115",39.41,0.02,"Mullus barbatus"
"20217",37.99,0.56,"Mullus barbatus"
"20313",38.64,0.39,"Mullus barbatus"
"20513",39.33,0.11,"Mullus barbatus"
"20611",39.61,0.09,"Mullus barbatus"
"20713",40.03,0.55,"Mullus barbatus"
"20813",39.43,0.008,"Mullus barbatus"
"20912",38.69,0.29,"Mullus barbatus"
"21012",39.55,0.16,"Mullus barbatus"
"21118",39.36,0.09,"Mullus barbatus"
"21210",39.56,0.01,"Mullus barbatus"
"21312",40.18,0.75,"Mullus barbatus"
"21414",40.03,0.97,"Mullus barbatus"
"2159",41.49,2.501,"Mullus barbatus"
"21810",39.59,-0.23,"Mullus barbatus"
"22010",37.92,0.57,"Mullus barbatus"
"22113",39.56,0.02,"Mullus barbatus"
"22310",39.46,0.01,"Mullus barbatus"
"22510",38.45,0.23,"Mullus barbatus"
"22612",40.3,1.25,"Mullus barbatus"
"2279",38.26,0.37,"Mullus barbatus"
"2283",39.27,0.01,"Mullus barbatus"
"2298",40.09,0.92,"Mullus barbatus"
"2304",38.62,0.41,"Mullus barbatus"
"23313",38.09,0.2,"Mullus barbatus"
"23612",38,0.56,"Mullus barbatus"
"24114",40.03,0.99,"Mullus barbatus"
"24313",39.27,0.17,"Mullus barbatus"
"24414",39.91,0.13,"Mullus barbatus"
"24511",39.86,0.31,"Mullus barbatus"
"24613",38.67,0.23,"Mullus barbatus"
"2478",39.1,0.09,"Mullus barbatus"
"2487",40.09,0.33,"Mullus barbatus"
"24913",40.03,0.5,"Mullus barbatus"
"25013",37.84,0.39,"Mullus barbatus"
"25112",39.8,0.08,"Mullus barbatus"
"25216",44.5,2.067,"Mullus barbatus"
"25313",38.05,-0.44,"Mullus barbatus"
"25412",38.15,-0.43,"Mullus barbatus"
"2575",38.27,0.14,"Mullus barbatus"
"2583",40.35,0.8,"Mullus barbatus"
"25912",40.29,1.26,"Mullus barbatus"
"2608",38.63,0.39,"Mullus barbatus"
"26113",38.77,0.23,"Mullus barbatus"
"26212",39.35,0.09,"Mullus barbatus"
"26314",39.61,0.08,"Mullus barbatus"
"26411",40.11,0.29,"Mullus barbatus"
"26510",40.4,1.03,"Mullus barbatus"
"26611",39.58,0.002,"Mullus barbatus"
"2687",40.36,0.54,"Mullus barbatus"
"26910",39.27,0.02,"Mullus barbatus"
"27112",38.16,0.14,"Mullus barbatus"
"27212",38.69,0.24,"Mullus barbatus"
"2757",37.91,0.58,"Mullus barbatus"
"2765",37.92,0.46,"Mullus barbatus"
"27712",38.83,0.26,"Mullus barbatus"
"27914",40.3,0.6,"Mullus barbatus"
"28113",40,0.86,"Mullus barbatus"
"28213",38.44,0.4,"Mullus barbatus"
"2856",38.29,0.37,"Mullus barbatus"
"28610",38.44,0.23,"Mullus barbatus"
"28811",40.35,0.54,"Mullus barbatus"
"2894",39.36,0.08,"Mullus barbatus"
"29011",39.78,0.06,"Mullus barbatus"
"29110",38.03,0.3,"Mullus barbatus"
"29212",39.88,0.87,"Mullus barbatus"
"2938",38.93,0.36,"Mullus barbatus"
"2955",40.08,0.26,"Mullus barbatus"
"29810",37.99,0.47,"Mullus barbatus"
"29910",39.26,0.17,"Mullus barbatus"
"3005",39.9,0.12,"Mullus barbatus"
"30211",39.95,0.07,"Mullus barbatus"
"30610",40.04,0.57,"Mullus barbatus"
"30711",39.86,0.3,"Mullus barbatus"
"31112",40.1,1.11,"Mullus barbatus"
"31212",38.8,0.23,"Mullus barbatus"
"31311",39.2,0.08,"Mullus barbatus"
"31512",37.91,0.46,"Mullus barbatus"
"3166",40.18,0.72,"Mullus barbatus"
"3177",39.15,0.11,"Mullus barbatus"
"3183",38.7,0.23,"Mullus barbatus"
"32010",39.88,0.48,"Mullus barbatus"
"32113",38.017,0.017,"Mullus barbatus"
"32212",40.483,24.583,"Mullus barbatus"
"32311",40.583,24.2,"Mullus barbatus"
"32512",41.306,2.156,"Mullus barbatus"
"3269",40.517,0.622,"Mullus barbatus"
"3298",42.84222,9.42235,"Mullus barbatus"
"33012",38.66,0.24,"Mullus barbatus"
"33111",38.6,0.26,"Mullus barbatus"
"3335",39.56,0.2,"Mullus barbatus"
"33511",37.94,0.57,"Mullus barbatus"
"3365",39.36,0.15,"Mullus barbatus"
"3376",38.01,0.47,"Mullus barbatus"
"3387",39.63,0.31,"Mullus barbatus"
"3403",38.74,0.24,"Mullus barbatus"
"34110",37.91,0.48,"Mullus barbatus"
"3454",40.02,0.56,"Mullus barbatus"
"3466",40.02,0.99,"Mullus barbatus"
"3494",38.82,0.2,"Mullus barbatus"
"3502",40.29,0.61,"Mullus barbatus"
"35211",39.27,0.14,"Mullus barbatus"
"3533",39.17,0.13,"Mullus barbatus"
"3575",40.28,1.11,"Mullus barbatus"
"3597",42.65563,9.52396,"Mullus barbatus"
"3626",41.058,1.484,"Mullus barbatus"
"3635",38.67,0.22,"Mullus barbatus"
"3645",37.97,0.47,"Mullus barbatus"
"3666",38.74,0.25,"Mullus barbatus"
"3685",38.19,0.23,"Mullus barbatus"
"3745",40.09,0.32,"Mullus barbatus"
"3805",40.01,0.87,"Mullus barbatus"
"3836",39.24,0.15,"Mullus barbatus"
"3845",40.34,0.52,"Mullus barbatus"
"3853",39.96,0.33,"Mullus barbatus"
"3864",44.66812,-1.10195,"Mullus barbatus"
"3885",38.66,0.22,"Mullus barbatus"
"3894",40.3,1.116667,"Mullus barbatus"
"39110",38.19,0.24,"Mullus barbatus"
"3923",40.36,0.53,"Mullus barbatus"
"3936",40.31,1.12,"Mullus barbatus"
"3945",39.87,0.31,"Mullus barbatus"
"3973",40.04,0.97,"Mullus barbatus"
"3983",38.63,0.27,"Mullus barbatus"
"4019",37.98,0.5,"Mullus barbatus"
"4053",38.73,0.24,"Mullus barbatus"
"4074",39.82,0.72,"Mullus barbatus"
"4085",40.1,0.91,"Mullus barbatus"
"41110",40.299999,1.116666,"Mullus barbatus"
"4156",40.01,0.55,"Mullus barbatus"
"4177",37.9,0.58,"Mullus barbatus"
"4184",39.31,0.03,"Mullus barbatus"
"4195",40.42,1.04,"Mullus barbatus"
"4219",39.45,0.01,"Mullus barbatus"
"4244",40.01,0.54,"Mullus barbatus"
"4255",39.92,0.13,"Mullus barbatus"
"4265",39.86,0.45,"Mullus barbatus"
"4286",40.11,0.34,"Mullus barbatus"
"4295",39.11,0.1,"Mullus barbatus"
"4326",39.35,0.13,"Mullus barbatus"
"4332",39.43,0.03,"Mullus barbatus"
"4396",40.54,0.82,"Mullus barbatus"
"4403",40.35,0.52,"Mullus barbatus"
"4423",40.33,0.95,"Mullus barbatus"
"4474",40.28,0.61,"Mullus barbatus"
"4487",38.03,0.34,"Mullus barbatus"
"4503",38.48,0.47,"Mullus barbatus"
"4545",41.93907,9.44452,"Mullus barbatus"
"4553",42.92446,9.55425,"Mullus barbatus"
"4575",41.76,9.42496,"Mullus barbatus"
"4618",40.16,0.73,"Mullus barbatus"
"4623",39.94,0.15,"Mullus barbatus"
"4645",40.08,0.91,"Mullus barbatus"
"4662",38.78,0.23,"Mullus barbatus"
"4675",39.85,0.73,"Mullus barbatus"
"4717",37.98,0.58,"Mullus barbatus"
"4734",39.28,0.02,"Mullus barbatus"
"4776",39.86,0.44,"Mullus barbatus"
"4784",37.94,0.51,"Mullus barbatus"
"4796",38.98,0.17,"Mullus barbatus"
"4819",40.33,1.13,"Mullus barbatus"
"4854",40.3,1.12,"Mullus barbatus"
"4874",39.94,0.13,"Mullus barbatus"
"4893",38.18,0.23,"Mullus barbatus"
"4901",38.76,0.24,"Mullus barbatus"
"4921",38.68,0.23,"Mullus barbatus"
"4932",37.96,0.51,"Mullus barbatus"
"4953",40.17,0.75,"Mullus barbatus"
"4961",38.8,0.21,"Mullus barbatus"
"4973",39.88,0.9,"Mullus barbatus"
"4984",40.05,1,"Mullus barbatus"
"4994",40.08,0.93,"Mullus barbatus"
"5017",42.46898,9.62492,"Mullus barbatus"
"5023",38.66,0.39,"Mullus barbatus"
"5045",38.75,0.24,"Mullus barbatus"
"5087",40.15,0.74,"Mullus barbatus"
"5108",40.01,0.88,"Mullus barbatus"
"5124",39.85,0.42,"Mullus barbatus"
"5133",40.43,1.03,"Mullus barbatus"
"5145",39.84,0.72,"Mullus barbatus"
"5154",39.3,0.03,"Mullus barbatus"
"5174",40.11,0.28,"Mullus barbatus"
"5183",39.14,0.11,"Mullus barbatus"
"5219",39.44,0.01,"Mullus barbatus"
"5227",39.58,0.01,"Mullus barbatus"
"5264",37.89,0.57,"Mullus barbatus"
"5297",38.33,0.04,"Mullus barbatus"
"5324",38.35,0.03,"Mullus barbatus"
"5338",38.46,0.41,"Mullus barbatus"
"5346",38.69,0.23,"Mullus barbatus"
"5355",38.66,0.25,"Mullus barbatus"
"5363",38.59,0.27,"Mullus barbatus"
"5385",38.61,0.33,"Mullus barbatus"
"5404",39.12,0.09,"Mullus barbatus"
"5426",38.91,0.13,"Mullus barbatus"
"5434",39.35,0.12,"Mullus barbatus"
"5453",40.37,0.52,"Mullus barbatus"
"5464",40.31,0.59,"Mullus barbatus"
"5493",39.64,0.05,"Mullus barbatus"
"5503",39.46,0.03,"Mullus barbatus"
"5523",38.99,0.18,"Mullus barbatus"
"5534",42.37941,9.61476,"Mullus barbatus"
"5545",38.69,0.15,"Mullus barbatus"
"5555",38.73,0.23,"Mullus barbatus"
"5573",42.28985,9.60463,"Mullus barbatus"
"5584",41.49148,9.39584,"Mullus barbatus"
"5655",40.45,1.06,"Mullus barbatus"
"5663",40.04,0.9,"Mullus barbatus"
"5675",40.09,0.88,"Mullus barbatus"
"5702",38.42,-0.42,"Mullus barbatus"
"5735",38.24,-0.54,"Mullus barbatus"
"5773",41.123,1.739,"Mullus barbatus"
"5814",39.96,0.07,"Mullus barbatus"
"5822",40.31,1.26,"Mullus barbatus"
"5832",37.94,0.55,"Mullus barbatus"
"5841",38.18,0.33,"Mullus barbatus"
"5852",40.32,0.51,"Mullus barbatus"
"5872",39.93,0.13,"Mullus barbatus"
"5883",39.87,0.34,"Mullus barbatus"
"5893",39.84,0.71,"Mullus barbatus"
"5943",38.24,0.22,"Mullus barbatus"
"5954",41.40199,9.38619,"Mullus barbatus"
"5963",41.57364,9.52471,"Mullus barbatus"
"5983",38.69,0.28,"Mullus barbatus"
"5993",32.083332,34.766666,"Mullus barbatus"
"6002",41.70524,8.81795,"Mullus barbatus"
"6017",42.56603,9.51392,"Mullus barbatus"
"6023",41.48415,9.51485,"Mullus barbatus"
"6034",42.67019,9.28112,"Mullus barbatus"
"6063",42.20029,9.59453,"Mullus barbatus"
"6105",43.333333,28.333333,"Mullus barbatus"
"6115",41.816663,3.116666,"Mullus barbatus"
"6122",41.816667,3.116667,"Mullus barbatus"
"6134",41.133333,1.83333,"Mullus barbatus"
"6154",41.133333,1.833333,"Mullus barbatus"
"6232",40.516667,28.830556,"Mullus barbatus"
"6243",40.559893,8.313702,"Mullus barbatus"
"6252",39.989574,4.093901,"Mullus barbatus"
"6262",37.42,26.67,"Mullus barbatus"
"6274",37.15,10.375,"Mullus barbatus"
"6283",37.1458,10.7042,"Mullus barbatus"
"6292",37.612,10.412,"Mullus barbatus"
"6303",37.258,-10.475,"Mullus barbatus"
"63110",36.75,10.521,"Mullus barbatus"
"6323",-18.93403,119.2,"Mullus barbatus"
"6334",36.9667,10.2389,"Mullus barbatus"
"6344",36.8917,10.3833,"Mullus barbatus"
"6372",35.6375,-5.1875,"Mullus barbatus"
"6395",32.5,34.78,"Mullus barbatus"
"6416",44.17,28.5,"Mullus barbatus"
"6423",36.692,11.029,"Mullus barbatus"
"6516",42.7133,17.9806,"Mullus barbatus"
"6523",37.054,10.438,"Mullus barbatus"
"6533",36.975,10.471,"Mullus barbatus"
"6542",41.771251,12.220955,"Mullus barbatus"
"6593",36.75,10.5,"Mullus barbatus"
"6702",45.164481,29.69733,"Mullus barbatus"
"6816",33.916673,35.595156,"Mullus barbatus"
"6881",42.483,3.133,"Mullus barbatus"
"6905",41.664155,2.80487,"Mullus barbatus"
"6918",45.081667,13.633333,"Mullus barbatus"
"6943",44.09856,28.644605,"Mullus barbatus"
"7002",37,10.5,"Mullus barbatus"
"7017",34.74507,10.780191,"Mullus barbatus"
"7035",35.832306,10.643772,"Mullus barbatus"
"7044",37.525,8.933333,"Mullus barbatus"
"7052",48.67945,-4.00426,"Mullus barbatus"
"7081",5.281548,-3.886699,"Mullus barbatus"
"71010",33.609,-10.478,"Mullus barbatus"
"7192",41.38256,2.177135,"Mullus barbatus"
"7276",48.717,-3.983,"Mullus barbatus"
"7302",45.083333,13.633333,"Mullus barbatus"
"7334",43.7,7.267,"Mullus barbatus"
"7404",-36.783333,-56.383333,"Mullus barbatus"
"7765",44.490281,33.596356,"Mullus barbatus"
"7774",43.55,7.016667,"Mullus barbatus"
"7878",43.516667,16.45,"Mullus barbatus"
"7934",32.826087,34.991828,"Mullus barbatus"
"8018",28.1,-16.4,"Mullus barbatus"
"8132",43,35,"Mullus barbatus"
"8281",36.8,10.183333,"Mullus barbatus"
"8303",41,28.983,"Mullus barbatus"
"8333",38.213821,15.625719,"Mullus barbatus"
"8381",42.766667,10.4,"Mullus barbatus"
"8464",45.451454,9.37897,"Mullus barbatus"
"8493",43.7,3.683333,"Mullus barbatus"
"8523",43.390817,3.705401,"Mullus barbatus"
"8594",44.183333,28.65,"Mullus barbatus"
