"","lat","lon","species"
"16534",24.70068,-83.04913,"Seriola dumerili"
"16535",24.72277,-82.80313,"Seriola dumerili"
"16536",25.19045,-80.242867,"Seriola dumerili"
"165371",24.62967,-82.94217,"Seriola dumerili"
"165381",24.65655,-83.07242,"Seriola dumerili"
"16539",25.19015,-80.242633,"Seriola dumerili"
"16540",24.71027,-83.0446,"Seriola dumerili"
"165411",24.66715,-82.9201,"Seriola dumerili"
"165421",24.62913,-82.94248,"Seriola dumerili"
"165431",24.67073,-83.07585,"Seriola dumerili"
"16544",24.71173,-82.88,"Seriola dumerili"
"16545",24.65555,-83.09672,"Seriola dumerili"
"16546",24.66135,-82.77638,"Seriola dumerili"
"16547",24.6654,-82.89235,"Seriola dumerili"
"165481",24.70973,-82.77742,"Seriola dumerili"
"16549",24.71323,-82.80697,"Seriola dumerili"
"165511",24.71255,-82.80292,"Seriola dumerili"
"16553",24.76525,-80.73725,"Seriola dumerili"
"16554",24.62707,-82.96567,"Seriola dumerili"
"16555",24.72275,-82.84112,"Seriola dumerili"
"16556",24.802983,-80.790517,"Seriola dumerili"
"16557",24.718367,-80.93345,"Seriola dumerili"
"16558",24.70517,-82.77785,"Seriola dumerili"
"16559",25.126167,-80.33595,"Seriola dumerili"
"16560",24.71487,-82.8231,"Seriola dumerili"
"165611",24.58213,-83.04523,"Seriola dumerili"
"165621",24.66025,-82.9211,"Seriola dumerili"
"16563",24.7192,-82.84333,"Seriola dumerili"
"16564",24.71868,-82.82668,"Seriola dumerili"
"16565",25.073117,-80.39065,"Seriola dumerili"
"16566",25.22075,-80.274633,"Seriola dumerili"
"16567",24.6486,-82.87212,"Seriola dumerili"
"16568",24.66847,-83.01422,"Seriola dumerili"
"16569",24.5965,-82.87023,"Seriola dumerili"
"16570",24.765433,-80.736483,"Seriola dumerili"
"165711",24.67327,-82.78593,"Seriola dumerili"
"16572",24.72303,-82.80317,"Seriola dumerili"
"16573",24.70628,-83.0238,"Seriola dumerili"
"16574",24.72332,-82.80228,"Seriola dumerili"
"16575",24.69985,-82.99923,"Seriola dumerili"
"165761",24.699917,-80.931083,"Seriola dumerili"
"16577",24.59125,-83.0529,"Seriola dumerili"
"16578",24.71822,-82.79587,"Seriola dumerili"
"16579",25.143483,-80.3592,"Seriola dumerili"
"165801",24.63143,-82.94293,"Seriola dumerili"
"165811",24.72212,-82.8406,"Seriola dumerili"
"165821",24.70943,-83.0471,"Seriola dumerili"
"165831",24.684,-82.88433,"Seriola dumerili"
"165841",24.63495,-82.92933,"Seriola dumerili"
"165851",24.7785,-80.7404,"Seriola dumerili"
"165861",24.70503,-82.9835,"Seriola dumerili"
"165871",24.71158,-82.86158,"Seriola dumerili"
"16588",24.6784,-83.00117,"Seriola dumerili"
"16589",24.71865,-82.84412,"Seriola dumerili"
"16590",25.116733,-80.341117,"Seriola dumerili"
"165911",24.70565,-82.7814,"Seriola dumerili"
"165921",24.71088,-83.03048,"Seriola dumerili"
"165931",24.71067,-83.0302,"Seriola dumerili"
"165941",24.65915,-82.93427,"Seriola dumerili"
"165951",24.63057,-82.83992,"Seriola dumerili"
"16596",24.72263,-82.84062,"Seriola dumerili"
"16597",24.59428,-83.04575,"Seriola dumerili"
"16598",24.6875,-83.04575,"Seriola dumerili"
"165991",24.71187,-82.86197,"Seriola dumerili"
"16600",24.760383,-80.80105,"Seriola dumerili"
"166012",25.22055,-80.258133,"Seriola dumerili"
"166021",24.71817,-82.82663,"Seriola dumerili"
"166031",24.66995,-83.08407,"Seriola dumerili"
"166041",24.718117,-80.919867,"Seriola dumerili"
"166051",25.136833,-80.331817,"Seriola dumerili"
"16606",25.2145,-80.326533,"Seriola dumerili"
"16607",24.69648,-82.9978,"Seriola dumerili"
"16608",24.655,-83.08688,"Seriola dumerili"
"16609",24.67973,-83.05207,"Seriola dumerili"
"166101",24.67933,-83.05423,"Seriola dumerili"
"166111",24.6642,-82.93333,"Seriola dumerili"
"166121",24.5912,-83.05355,"Seriola dumerili"
"166131",25.211067,-80.324083,"Seriola dumerili"
"166141",24.71828,-82.79637,"Seriola dumerili"
"166151",25.22025,-80.258017,"Seriola dumerili"
"166161",24.72233,-82.84007,"Seriola dumerili"
"16617",25.1039,-80.345733,"Seriola dumerili"
"16618",24.59385,-83.04555,"Seriola dumerili"
"16619",25.134883,-80.329817,"Seriola dumerili"
"166211",24.68352,-83.01177,"Seriola dumerili"
"166221",24.767283,-80.751233,"Seriola dumerili"
"166231",24.71255,-82.77838,"Seriola dumerili"
"16624",24.67315,-82.78577,"Seriola dumerili"
"16625",25.208917,-80.324467,"Seriola dumerili"
"16626",24.76945,-80.726667,"Seriola dumerili"
"16627",24.7615,-80.801667,"Seriola dumerili"
"16629",24.6702,-82.7813,"Seriola dumerili"
"16630",24.67387,-82.82795,"Seriola dumerili"
"166312",24.58297,-82.8941,"Seriola dumerili"
"166321",24.66853,-83.01495,"Seriola dumerili"
"166331",25.074217,-80.382917,"Seriola dumerili"
"16634",24.65607,-83.06928,"Seriola dumerili"
"16635",24.65775,-82.7858,"Seriola dumerili"
"166371",25.148333,-80.361317,"Seriola dumerili"
"16638",24.66613,-83.09158,"Seriola dumerili"
"16639",24.5919,-82.88297,"Seriola dumerili"
"16640",24.68018,-83.01825,"Seriola dumerili"
"166411",24.71373,-83.02565,"Seriola dumerili"
"166421",24.7121,-82.77877,"Seriola dumerili"
"166431",24.745467,-80.7777,"Seriola dumerili"
"166441",24.66747,-83.04762,"Seriola dumerili"
"16645",24.64752,-82.89662,"Seriola dumerili"
"166461",24.66847,-83.06397,"Seriola dumerili"
"166471",24.70315,-80.888667,"Seriola dumerili"
"16648",24.65747,-82.78542,"Seriola dumerili"
"166491",24.7134,-82.80737,"Seriola dumerili"
"16650",24.72342,-82.80268,"Seriola dumerili"
"166511",24.64962,-82.78533,"Seriola dumerili"
"16652",24.66787,-82.9267,"Seriola dumerili"
"16653",24.71918,-82.81835,"Seriola dumerili"
"16654",24.6554,-83.09702,"Seriola dumerili"
"16655",25.0745,-80.380433,"Seriola dumerili"
"16656",24.70568,-82.78187,"Seriola dumerili"
"16657",24.68042,-82.88543,"Seriola dumerili"
"16658",24.6678,-82.92587,"Seriola dumerili"
"16659",24.66702,-83.04783,"Seriola dumerili"
"16660",24.71698,-82.84523,"Seriola dumerili"
"166611",24.68045,-83.01838,"Seriola dumerili"
"166621",24.66595,-82.98892,"Seriola dumerili"
"166631",24.67995,-83.05167,"Seriola dumerili"
"166641",24.68158,-82.99842,"Seriola dumerili"
"16665",24.65667,-83.0727,"Seriola dumerili"
"166661",24.698817,-80.9321,"Seriola dumerili"
"16667",24.69598,-82.99808,"Seriola dumerili"
"16668",24.58228,-83.04492,"Seriola dumerili"
"16669",24.63398,-82.84215,"Seriola dumerili"
"166701",24.59247,-82.8831,"Seriola dumerili"
"166711",24.57408,-82.9942,"Seriola dumerili"
"166721",24.66742,-82.92633,"Seriola dumerili"
"166731",25.217817,-80.330567,"Seriola dumerili"
"16674",24.66662,-83.09178,"Seriola dumerili"
"16675",24.72503,-82.82032,"Seriola dumerili"
"16676",24.727483,-80.8207,"Seriola dumerili"
"16677",24.7134,-83.02562,"Seriola dumerili"
"16678",24.68773,-83.04608,"Seriola dumerili"
"16679",24.70212,-82.90162,"Seriola dumerili"
"16680",24.68783,-82.99892,"Seriola dumerili"
"166811",24.66597,-82.89238,"Seriola dumerili"
"166821",24.66195,-83.09467,"Seriola dumerili"
"166831",24.66813,-82.83432,"Seriola dumerili"
"16684",24.727517,-80.81975,"Seriola dumerili"
"16685",24.67413,-82.82762,"Seriola dumerili"
"16686",24.66177,-83.09403,"Seriola dumerili"
"16687",24.71898,-82.81797,"Seriola dumerili"
"16688",24.71038,-83.04502,"Seriola dumerili"
"16689",24.804083,-80.786267,"Seriola dumerili"
"16690",24.63862,-82.95308,"Seriola dumerili"
"166911",24.71557,-82.82295,"Seriola dumerili"
"166921",24.63293,-82.90292,"Seriola dumerili"
"166931",24.63467,-82.93147,"Seriola dumerili"
"166941",24.66913,-83.08407,"Seriola dumerili"
"16695",24.71673,-82.84575,"Seriola dumerili"
"16696",24.70293,-83.0402,"Seriola dumerili"
"16697",24.70883,-83.0472,"Seriola dumerili"
"16698",24.59615,-82.87025,"Seriola dumerili"
"16699",25.2202,-80.2753,"Seriola dumerili"
"16700",24.66643,-82.98828,"Seriola dumerili"
"167011",24.66095,-82.77647,"Seriola dumerili"
"167021",24.67475,-83.0808,"Seriola dumerili"
"167031",24.769967,-80.7252,"Seriola dumerili"
"16705",25.1035,-80.34445,"Seriola dumerili"
"16706",24.70463,-82.778,"Seriola dumerili"
"16707",24.66802,-82.83425,"Seriola dumerili"
"16708",25.1253,-80.33475,"Seriola dumerili"
"16709",24.66892,-83.06393,"Seriola dumerili"
"167101",24.65607,-83.0691,"Seriola dumerili"
"167112",24.65612,-83.08705,"Seriola dumerili"
"167121",24.71058,-83.03808,"Seriola dumerili"
"167131",24.70067,-83.04838,"Seriola dumerili"
"167141",24.58312,-82.89362,"Seriola dumerili"
"167151",24.70955,-82.77793,"Seriola dumerili"
"167161",24.69053,-83.05452,"Seriola dumerili"
"167181",24.67065,-82.78112,"Seriola dumerili"
"167191",24.64947,-82.78488,"Seriola dumerili"
"167201",24.715517,-80.844617,"Seriola dumerili"
"167211",24.66405,-82.93282,"Seriola dumerili"
"167221",25.073767,-80.39045,"Seriola dumerili"
"167231",24.67688,-83.08172,"Seriola dumerili"
"16724",24.66665,-82.92028,"Seriola dumerili"
"16725",24.489067,-81.670767,"Seriola dumerili"
"16726",24.454017,-81.858867,"Seriola dumerili"
"16727",24.651333,-81.011833,"Seriola dumerili"
"16728",24.606617,-81.184483,"Seriola dumerili"
"16729",24.632033,-81.089567,"Seriola dumerili"
"16730",24.56385,-81.39665,"Seriola dumerili"
"167311",24.626583,-81.10825,"Seriola dumerili"
"167321",24.54515,-81.407033,"Seriola dumerili"
"16733",24.62285,-81.097533,"Seriola dumerili"
"16734",24.451233,-81.87945,"Seriola dumerili"
"16735",24.563833,-81.40045,"Seriola dumerili"
"16736",24.444567,-81.926867,"Seriola dumerili"
"16737",24.600683,-81.207983,"Seriola dumerili"
"16738",24.490283,-81.666167,"Seriola dumerili"
"16739",24.48875,-81.671333,"Seriola dumerili"
"16740",24.522567,-81.513517,"Seriola dumerili"
"167411",24.491067,-81.66255,"Seriola dumerili"
"167421",24.45145,-81.878517,"Seriola dumerili"
"16743",24.567883,-81.3854,"Seriola dumerili"
"16744",24.445117,-81.928217,"Seriola dumerili"
"16745",24.451283,-81.8801,"Seriola dumerili"
"16746",24.593433,-81.378667,"Seriola dumerili"
"16747",24.513217,-81.55905,"Seriola dumerili"
"16748",24.567967,-81.385283,"Seriola dumerili"
"16749",24.547267,-81.40455,"Seriola dumerili"
"16750",24.5197,-81.541933,"Seriola dumerili"
"167511",24.60085,-81.2086,"Seriola dumerili"
"167521",24.491933,-81.658683,"Seriola dumerili"
"16753",24.444533,-81.927817,"Seriola dumerili"
"16754",24.595883,-81.372067,"Seriola dumerili"
"16755",24.545317,-81.406083,"Seriola dumerili"
"16756",24.48795,-81.674667,"Seriola dumerili"
"16757",24.453833,-81.858683,"Seriola dumerili"
"16758",24.455,-81.856833,"Seriola dumerili"
"16759",24.522767,-81.512833,"Seriola dumerili"
"16760",24.491133,-81.66275,"Seriola dumerili"
"167611",24.564033,-81.3969,"Seriola dumerili"
"167621",24.47875,-81.723967,"Seriola dumerili"
"16763",24.5611,-81.34195,"Seriola dumerili"
"16764",24.459883,-81.84255,"Seriola dumerili"
"16765",24.451583,-81.878433,"Seriola dumerili"
"16766",24.522867,-81.518917,"Seriola dumerili"
"16767",24.567967,-81.3854,"Seriola dumerili"
"16768",24.561167,-81.34215,"Seriola dumerili"
"16769",24.5463,-81.405,"Seriola dumerili"
"16770",24.564033,-81.3998,"Seriola dumerili"
"167711",24.488833,-81.671167,"Seriola dumerili"
"167721",24.6058,-81.186067,"Seriola dumerili"
"167731",24.48785,-81.674283,"Seriola dumerili"
"167741",24.63075,-81.09485,"Seriola dumerili"
"167751",24.52255,-81.517967,"Seriola dumerili"
"167761",24.601717,-81.20715,"Seriola dumerili"
"16777",24.652283,-81.024683,"Seriola dumerili"
"16778",24.986167,-80.414833,"Seriola dumerili"
"16779",24.60595,-81.185483,"Seriola dumerili"
"16780",24.565317,-81.39245,"Seriola dumerili"
"167811",24.47865,-81.72425,"Seriola dumerili"
"167821",24.491983,-81.659083,"Seriola dumerili"
"167831",24.478533,-81.718767,"Seriola dumerili"
"167841",24.568267,-81.385433,"Seriola dumerili"
"167851",24.65235,-81.025267,"Seriola dumerili"
"16786",24.451317,-81.8802,"Seriola dumerili"
"16787",24.523033,-81.518717,"Seriola dumerili"
"16788",24.522617,-81.51815,"Seriola dumerili"
"16789",24.546117,-81.403617,"Seriola dumerili"
"16790",24.478567,-81.718767,"Seriola dumerili"
"167911",24.54505,-81.40745,"Seriola dumerili"
"167921",24.454667,-81.856,"Seriola dumerili"
"167931",24.599017,-81.21995,"Seriola dumerili"
"167941",24.488267,-81.673717,"Seriola dumerili"
"167951",24.516767,-81.54215,"Seriola dumerili"
"16796",25.035167,-80.348667,"Seriola dumerili"
"16797",24.5631,-81.400317,"Seriola dumerili"
"16798",24.51335,-81.559117,"Seriola dumerili"
"16799",24.516367,-81.54235,"Seriola dumerili"
"16800",24.522633,-81.513217,"Seriola dumerili"
"168011",24.5958,-81.371833,"Seriola dumerili"
"168021",24.601383,-81.206867,"Seriola dumerili"
"168031",24.630333,-81.093517,"Seriola dumerili"
"168041",24.563883,-81.396833,"Seriola dumerili"
"168051",24.444483,-81.927817,"Seriola dumerili"
"16806",24.4788,-81.7187,"Seriola dumerili"
"16808",24.621567,-81.362017,"Seriola dumerili"
"16809",24.986,-80.416333,"Seriola dumerili"
"168101",24.546033,-81.404467,"Seriola dumerili"
"168111",24.615667,-81.393833,"Seriola dumerili"
"168121",24.451467,-81.878733,"Seriola dumerili"
"168131",24.451333,-81.878933,"Seriola dumerili"
"168141",24.560933,-81.3432,"Seriola dumerili"
"168151",24.490683,-81.664217,"Seriola dumerili"
"168161",24.545367,-81.406267,"Seriola dumerili"
"168171",24.5612,-81.3419,"Seriola dumerili"
"168181",24.513867,-81.55965,"Seriola dumerili"
"16819",24.542467,-81.415367,"Seriola dumerili"
"16820",24.606633,-81.185167,"Seriola dumerili"
"168211",24.546283,-81.403567,"Seriola dumerili"
"168221",24.444383,-81.926467,"Seriola dumerili"
"168231",24.49085,-81.66565,"Seriola dumerili"
"168241",24.445683,-81.925233,"Seriola dumerili"
"16825",24.63215,-81.089733,"Seriola dumerili"
"16826",24.6185,-81.380767,"Seriola dumerili"
"16827",24.516617,-81.5419,"Seriola dumerili"
"16828",24.542433,-81.415367,"Seriola dumerili"
"16829",24.45925,-81.8442,"Seriola dumerili"
"16830",24.4788,-81.720133,"Seriola dumerili"
"168311",24.488967,-81.670683,"Seriola dumerili"
"168321",24.459417,-81.844717,"Seriola dumerili"
"168331",24.519567,-81.542283,"Seriola dumerili"
"16835",24.56395,-81.39665,"Seriola dumerili"
"16836",24.599,-81.223967,"Seriola dumerili"
"16837",24.518917,-81.540717,"Seriola dumerili"
"16838",25.035,-80.348667,"Seriola dumerili"
"16839",24.564883,-81.392483,"Seriola dumerili"
"16840",24.51605,-81.542333,"Seriola dumerili"
"168411",24.632,-81.090367,"Seriola dumerili"
"16843",24.444533,-81.92715,"Seriola dumerili"
"16844",24.445683,-81.924417,"Seriola dumerili"
"16845",24.519417,-81.542733,"Seriola dumerili"
"16846",24.487833,-81.674767,"Seriola dumerili"
"16847",24.593917,-81.378017,"Seriola dumerili"
"16848",24.565483,-81.39195,"Seriola dumerili"
"16849",24.4787,-81.72575,"Seriola dumerili"
"16850",24.49065,-81.664417,"Seriola dumerili"
"168511",24.598567,-81.215183,"Seriola dumerili"
"168521",24.542533,-81.415,"Seriola dumerili"
"168531",24.62685,-81.107917,"Seriola dumerili"
"16855",24.513867,-81.559917,"Seriola dumerili"
"16856",24.451417,-81.878283,"Seriola dumerili"
"16857",24.56405,-81.399183,"Seriola dumerili"
"16859",24.619267,-81.380717,"Seriola dumerili"
"16860",24.598667,-81.215833,"Seriola dumerili"
"168611",24.6216,-81.362117,"Seriola dumerili"
"168621",24.522733,-81.513233,"Seriola dumerili"
"168631",24.598833,-81.215667,"Seriola dumerili"
"168641",24.478617,-81.723333,"Seriola dumerili"
"16865",24.461283,-81.842,"Seriola dumerili"
"16866",24.542533,-81.41505,"Seriola dumerili"
"16867",24.630367,-81.09615,"Seriola dumerili"
"16868",24.59855,-81.2142,"Seriola dumerili"
"16869",24.565467,-81.392233,"Seriola dumerili"
"16870",24.632083,-81.090217,"Seriola dumerili"
"168711",24.545,-81.407333,"Seriola dumerili"
"168721",24.926533,-80.498867,"Seriola dumerili"
"16874",24.938667,-80.47765,"Seriola dumerili"
"16875",24.793533,-80.69615,"Seriola dumerili"
"16876",24.9211,-80.5068,"Seriola dumerili"
"16877",24.921633,-80.50665,"Seriola dumerili"
"16879",24.62545,-81.109867,"Seriola dumerili"
"16880",24.952617,-80.45755,"Seriola dumerili"
"168811",24.925583,-80.50065,"Seriola dumerili"
"168821",24.848167,-80.617183,"Seriola dumerili"
"16883",24.847217,-80.618817,"Seriola dumerili"
"16884",24.86795,-80.583,"Seriola dumerili"
"16885",24.947383,-80.45805,"Seriola dumerili"
"16886",24.625583,-81.110633,"Seriola dumerili"
"16887",24.9489,-80.4566,"Seriola dumerili"
"16889",24.848717,-80.616567,"Seriola dumerili"
"16890",24.940783,-80.474917,"Seriola dumerili"
"168911",24.625617,-81.110283,"Seriola dumerili"
"168921",24.793383,-80.696567,"Seriola dumerili"
"16893",24.939817,-80.4776,"Seriola dumerili"
"16894",24.95125,-80.4587,"Seriola dumerili"
"16895",24.90765,-80.526167,"Seriola dumerili"
"16896",24.9539,-80.45715,"Seriola dumerili"
"16897",24.947283,-80.456433,"Seriola dumerili"
"16898",24.922617,-80.504533,"Seriola dumerili"
"16899",24.869133,-80.581283,"Seriola dumerili"
"16900",24.6255,-81.109617,"Seriola dumerili"
"169011",24.625383,-81.110017,"Seriola dumerili"
"16903",24.835783,-80.637883,"Seriola dumerili"
"16904",24.847667,-80.61815,"Seriola dumerili"
"16905",24.835783,-80.638033,"Seriola dumerili"
"16906",24.62515,-81.111683,"Seriola dumerili"
"16907",24.9388,-80.47795,"Seriola dumerili"
"16908",24.8484,-80.616933,"Seriola dumerili"
"16909",24.907583,-80.525617,"Seriola dumerili"
"169101",24.869,-80.5814,"Seriola dumerili"
"169111",24.939483,-80.4776,"Seriola dumerili"
"169121",24.83585,-80.63765,"Seriola dumerili"
"169131",24.9217,-80.506183,"Seriola dumerili"
"169151",24.625417,-81.11,"Seriola dumerili"
"169161",24.954167,-80.4572,"Seriola dumerili"
"169171",24.94775,-80.45775,"Seriola dumerili"
"16919",24.867917,-80.582983,"Seriola dumerili"
"16920",24.848483,-80.616683,"Seriola dumerili"
"169211",24.625283,-81.112017,"Seriola dumerili"
"169221",24.948833,-80.4571,"Seriola dumerili"
"169231",24.922367,-80.504733,"Seriola dumerili"
"16924",24.947867,-80.457167,"Seriola dumerili"
"16925",24.847117,-80.618967,"Seriola dumerili"
"16926",24.92655,-80.498567,"Seriola dumerili"
"16927",24.938667,-80.477467,"Seriola dumerili"
"16928",24.940167,-80.476767,"Seriola dumerili"
"16929",24.95265,-80.4575,"Seriola dumerili"
"16930",24.925367,-80.50095,"Seriola dumerili"
"169311",24.921633,-80.506967,"Seriola dumerili"
"169321",24.626117,-81.109417,"Seriola dumerili"
"169331",24.939667,-80.477467,"Seriola dumerili"
"169341",24.907583,-80.526067,"Seriola dumerili"
"16935",24.948867,-80.457,"Seriola dumerili"
"16936",24.9077,-80.525767,"Seriola dumerili"
"16938",24.793683,-80.695767,"Seriola dumerili"
"16939",24.950267,-80.459317,"Seriola dumerili"
"16940",24.6261,-81.109267,"Seriola dumerili"
"169411",24.8357,-80.63825,"Seriola dumerili"
"169421",24.951217,-80.45835,"Seriola dumerili"
"16945",24.847333,-80.61845,"Seriola dumerili"
"16946",24.792883,-80.6963,"Seriola dumerili"
"16947",24.948633,-80.45675,"Seriola dumerili"
"16948",24.950383,-80.45915,"Seriola dumerili"
"16950",24.920833,-80.506867,"Seriola dumerili"
"169521",24.921867,-80.505767,"Seriola dumerili"
"16956",41.84953,9.43472,"Seriola dumerili"
"169631",25.7025,-80.098,"Seriola dumerili"
"169711",24.50167,-81.63167,"Seriola dumerili"
"169721",24.4935,-81.71367,"Seriola dumerili"
"169731",24.481,-81.71233,"Seriola dumerili"
"16974",25.06733,-80.39,"Seriola dumerili"
"16975",24.5505,-81.71417,"Seriola dumerili"
"16976",24.44467,-81.92617,"Seriola dumerili"
"16978",24.55383,-81.68717,"Seriola dumerili"
"16979",24.549,-81.7435,"Seriola dumerili"
"169821",24.454,-81.85717,"Seriola dumerili"
"169831",24.48183,-81.706,"Seriola dumerili"
"16984",24.46483,-81.8375,"Seriola dumerili"
"16985",24.45867,-81.8445,"Seriola dumerili"
"16989",24.48783,-81.6755,"Seriola dumerili"
"169911",25.215,-80.27983,"Seriola dumerili"
"169921",24.7655,-80.7565,"Seriola dumerili"
"169931",24.55417,-81.68133,"Seriola dumerili"
"169941",24.50267,-81.67283,"Seriola dumerili"
"169951",42.11074,9.58447,"Seriola dumerili"
"170011",24.49683,-81.70633,"Seriola dumerili"
"17004",24.49133,-81.664,"Seriola dumerili"
"17005",24.54367,-81.776,"Seriola dumerili"
"17006",25.20667,-80.28433,"Seriola dumerili"
"17008",24.45433,-81.8775,"Seriola dumerili"
"17009",24.74433,-80.78033,"Seriola dumerili"
"170181",25.2165,-80.28683,"Seriola dumerili"
"170211",25.06933,-80.37567,"Seriola dumerili"
"170331",25.0725,-80.3795,"Seriola dumerili"
"17045",24.498056,-82.649722,"Seriola dumerili"
"17054",24.48433,-81.75683,"Seriola dumerili"
"17074",24.204444,-82.5325,"Seriola dumerili"
"170831",42.84945,9.30054,"Seriola dumerili"
"17086",24.242,-82.613833,"Seriola dumerili"
"17087",24.342167,-82.635,"Seriola dumerili"
"171041",24.266,-82.609167,"Seriola dumerili"
"17156",24.50883,-81.57367,"Seriola dumerili"
"17157",24.63233,-81.08967,"Seriola dumerili"
"17158",24.61933,-81.38117,"Seriola dumerili"
"17159",24.57017,-81.32717,"Seriola dumerili"
"17160",24.69767,-80.9695,"Seriola dumerili"
"171611",24.628,-81.11,"Seriola dumerili"
"17163",24.56817,-81.38517,"Seriola dumerili"
"17167",24.615,-81.3955,"Seriola dumerili"
"17168",25.14483,-80.25883,"Seriola dumerili"
"17169",24.68538,-80.96382,"Seriola dumerili"
"17170",24.52317,-81.51833,"Seriola dumerili"
"171721",24.9343,-80.55,"Seriola dumerili"
"171741",24.54633,-81.40833,"Seriola dumerili"
"17176",24.54683,-81.40433,"Seriola dumerili"
"171811",24.9055,-80.61533,"Seriola dumerili"
"172031",24.615,-81.394,"Seriola dumerili"
"17253",24.90817,-80.52517,"Seriola dumerili"
"17254",34.975733,139.783114,"Seriola dumerili"
"17255",35.136631,140.275039,"Seriola dumerili"
"17256",24.85217,-80.6215,"Seriola dumerili"
"17257",25.11183,-80.303,"Seriola dumerili"
"17258",24.95333,-80.4581,"Seriola dumerili"
"17259",25.03617,-80.35083,"Seriola dumerili"
"172611",25.01783,-80.40783,"Seriola dumerili"
"172621",24.9875,-80.4144,"Seriola dumerili"
"17263",24.92267,-80.50567,"Seriola dumerili"
"17264",25.012,-80.37667,"Seriola dumerili"
"173141",25.211,-80.22,"Seriola dumerili"
"173151",25.34,-80.165,"Seriola dumerili"
"173161",25.41167,-80.18667,"Seriola dumerili"
"17318",25.31833,-80.18333,"Seriola dumerili"
"17319",25.22483,-80.21167,"Seriola dumerili"
"17320",25.58667,-80.09217,"Seriola dumerili"
"173211",25.28383,-80.206,"Seriola dumerili"
"17327",25.62667,-80.09167,"Seriola dumerili"
"17330",25.46333,-80.16833,"Seriola dumerili"
"17370",25.12333,-80.2975,"Seriola dumerili"
"173721",25.1545,-80.28817,"Seriola dumerili"
"17374",25.55667,-80.10167,"Seriola dumerili"
"17375",25.395,-80.13167,"Seriola dumerili"
"17384",25.475,-80.11333,"Seriola dumerili"
"17407",25.07,121.92,"Seriola dumerili"
"174331",25.41,-80.15167,"Seriola dumerili"
"174341",25.385,-80.165,"Seriola dumerili"
"17437",25.48667,-80.15,"Seriola dumerili"
"17449",34.1825,-77.7177,"Seriola dumerili"
"17455",24.6795,-83.895667,"Seriola dumerili"
"177511",24.43653,-81.98388,"Seriola dumerili"
"178911",24.439444,-83.48,"Seriola dumerili"
"179171",24.616667,-83.583333,"Seriola dumerili"
"17925",41.58098,9.40552,"Seriola dumerili"
"180101",-11.96667,123.35,"Seriola dumerili"
"18057",34.483299,-75.883301,"Seriola dumerili"
"18058",-23.006944,-44.318056,"Seriola dumerili"
"18059",41.76,9.42496,"Seriola dumerili"
"18060",42.608,8.78616,"Seriola dumerili"
"180611",42.691,8.91664,"Seriola dumerili"
"181061",40.108524,9.691428,"Seriola dumerili"
"18152",42.0212,9.57443,"Seriola dumerili"
"18172",43.02148,9.44226,"Seriola dumerili"
"18199",24.53583,-81.79833,"Seriola dumerili"
"18266",24.54563,-81.40778,"Seriola dumerili"
"182721",25.03967,-80.37133,"Seriola dumerili"
"18287",-19.27,117.58,"Seriola dumerili"
"183151",-19.255835,117.604165,"Seriola dumerili"
"18325",24.5925,-81.2175,"Seriola dumerili"
"183711",38.42,-0.42,"Seriola dumerili"
"18419",-27.166667,153.366667,"Seriola dumerili"
"18504",41.40918,9.26733,"Seriola dumerili"
"18505",42.67019,9.28112,"Seriola dumerili"
"185112",35.466667,-74.783333,"Seriola dumerili"
"185141",36.75,-74.616667,"Seriola dumerili"
"185151",35.470833,-74.785833,"Seriola dumerili"
"18526",5.4233,149.213,"Seriola dumerili"
"185311",25.23,121.68,"Seriola dumerili"
"185321",-35.35,150.483,"Seriola dumerili"
"18543",-20.12167,116.01667,"Seriola dumerili"
"18546",25.3,121.56,"Seriola dumerili"
"18560",42.51834,8.77727,"Seriola dumerili"
"18576",42.52485,8.65606,"Seriola dumerili"
"18577",23.05,121.23,"Seriola dumerili"
"18578",-31.91667,115.75,"Seriola dumerili"
"18599",28.468333,-80.041667,"Seriola dumerili"
"18600",34.6556,-76.64,"Seriola dumerili"
"18602",27.54583,-80.19083,"Seriola dumerili"
"18603",-31.66667,115.58333,"Seriola dumerili"
"186101",36.22,-74.95,"Seriola dumerili"
"186131",34.6666,-76.6601,"Seriola dumerili"
"186141",-26.666667,153.25,"Seriola dumerili"
"186171",24.640167,-82.185667,"Seriola dumerili"
"186181",33.816667,-76.55,"Seriola dumerili"
"18620",33.816667,-76.566667,"Seriola dumerili"
"18623",5.95,1.383,"Seriola dumerili"
"18630",29.713333,-87.926944,"Seriola dumerili"
"18635",-19.085,118.795,"Seriola dumerili"
"18636",-19.994165,116.958335,"Seriola dumerili"
"18638",22.48,120.46,"Seriola dumerili"
"186421",-19.458335,118.808335,"Seriola dumerili"
"18643",34.35,-77.416667,"Seriola dumerili"
"18644",-19.929165,117.66417,"Seriola dumerili"
"18645",40.849997,0.88333,"Seriola dumerili"
"18650",33.81,-76.58,"Seriola dumerili"
"186511",29.221082,-80.983037,"Seriola dumerili"
"18654",37.641667,-75.158333,"Seriola dumerili"
"18655",37.63,-75.15,"Seriola dumerili"
"18656",37.596111,22.834385,"Seriola dumerili"
"18657",-32,115.5,"Seriola dumerili"
"18658",31.54,-79.735,"Seriola dumerili"
"18659",34.6,-75.72,"Seriola dumerili"
"18660",32.88,-78.18,"Seriola dumerili"
